Tweet,Sentiment
"@itsBayleyWWE @WWEAJLee I'm not voting. Bayley's not listed as an option... :( #ImABayleyGuy","negative"
"I feel like I annoy you when I show affection :( — thats a lie probably http://t.co/3YOzbFkJGj","negative"
"@ImBrianGardner sorry I missed the game - I suck at things that pertain to life. I even had an alarm set but wasn't home :(","negative"
"@camerondallas CAM CAM CAM CAM CAM CAM CAM CAM CAM CAM tweet me please :(","negative"
"Talking about all our memories together makes me miss my bestfriend more :(","negative"
"I miss Chris :( I feel like we never have time together and WE LIVE TOGETHER ?!?","negative"
"I'm STILL waiting for knowing the difference between chevron and chambray to START being my BLESSING and STOP being my CURSE!! ! :(","negative"
"what am i going to wear to my mkto m&g? like... it's fucking winter so i can't wear a cute dress :(","negative"
"my pictures on fb just brung back soo many middle/highschool memories :( gets me sad a little","negative"
"""She loves me not..."" :(","negative"
"When you realize ashton hates you :((((","negative"
"Missed baby daddy's phone call :(","negative"
"@ohsweetvictory no I checked :(","negative"
"I need one more piece to finish my puzzle, but I can't find it :(","negative"
"I still haven't been accepted to the school I want to go to :-(","negative"
"I just wanna decorate my house all christmasy :(","negative"
"@Chubbygemok your mouth is going through that time of the month. :(","negative"
"It's so cute I don't want to eat it :-( http://t.co/sQ3pyIGzzw","negative"
"@ShawnMendes @camerondallas Shawn please tweet back and interact with fans. We love you :(","negative"
"I like Rosa as a valet. She didn't do anything wrong so leave her alone. :(","negative"
"I only know good jokes in spanish :(","negative"
"My mouth is killing me :(","negative"
"@daddyhyunho the audio expired :(((((","negative"
"a year in the life, day 92: breakable hand meets unbreakable object. :-( No actual breakage, thank God! Bad, though. http://t.co/7UbNEOo5jh","negative"
":( no soccer 4 me","negative"
"@LittleDcve BUT YOU ARE WHAT ARE YOU TALKING ABOUt :(","negative"
"@Chapulinthrash Meowwww yo :-(","negative"
"I hate when my baby cries. :(","negative"
"@jacquelynreads I was thinking about doing the HarryXmasToYou but I don't think I'll have time too :( idk I have so many other books to read","negative"
"Evening class again :(( WTF","negative"
"Wanna watch frozen but Janet doesn't want too :( #saddesttweetever","negative"
"@Clayryan1314 its hard to not be clean when u cant be u :(","negative"
"I WANT IT TO BE SUMMER SO BAD :((((","negative"
"@hamsterRelish I'm secretly so boring they use my info to help them get to sleep. :( #memorial","negative"
"@TEC_XLNC Sniper though :(","negative"
"I am cuddle jealous somebody needs to cuddle me now :( F u @KillSmile_","negative"
"@MissNabillaDoma if only I could do it :(","negative"
"why am i spending so much money to apply to colleges that aren't even gonna accept me :(((","negative"
"I miss my baby :(","negative"
"Thunda thighs :( http://t.co/YhW4gT7VHg","negative"
"@rturcrushz nopeee :-(","negative"
"@lexie_morel same aw :(","negative"
"I'll still be sleeping in your sweater... Just for a little while longer... :(","negative"
"So not down to study :(","negative"
"@ForeverRebel69 me too :( i cant even breathe.","negative"
"fucking devastated. someone hit and killed my sweet dog :( i don't even know what to do. no words can describe this","negative"
"sh nso :( / @slp_salvatore live em http://t.co/uWR0hR27ay","negative"
"@lostthegirI nareen is the closest to me i think but shes like 9 hours away and youre like 20 ish im so :(((((","negative"
"@Xbox I can't play on my xbox 360! I would like too. It won't let me sign on. :(","negative"
"@alabamacapital @onedirection you never tweet and follow me :(","negative"
"@AgeJustNumbers It was either her or Carol.Carol would have killed me.think seeing Beth on the talkingdead crying was emotional for me :(","negative"
"I need friends :( sos sos","negative"
"Damn that sounds all angry lmao im kidding bye gotta go to work :-(","negative"
"@Abnormalst yeah :(((((( I hope she comes back","negative"
"Mi familia left me home alone :-(","negative"
"@HoodieThirteen :((( she was so sad to leave the show too","negative"
"I just want a fatass burger/pizza/pasta rn but I cant eat normal food :((((( whyy me !!","negative"
"@pose looks like the site is down again :(","negative"
"@tiffany_135 not me then :(","negative"
"@RomeoLacoste Hey artistas please :(","negative"
"I really miss my brother already :(","negative"
"@nkyzslvr I know :(","negative"
"@justinbieber if you don't follow me I will cry :(","negative"
"@OhWishy ik im just tryna watch netflix :( lol","negative"
"@charmhes KA T DONT :(","negative"
"@justinbieber i love you! you love me :( pd. i'm latin girl haha♥","negative"
"#XboxLive is down ... :-( I guess I'll paint my nails while I wait...","negative"
"Bon Jovi - Always: http://t.co/FYc1kXNBaL:(","negative"
":((((((((( I am wrapped in my puppy blanket thinkin about life","negative"
"I wanna add @Clayryan1314 on snapchat but its not working!!:(","negative"
":( I'm off here.","negative"
"@camerondallas babe :(","negative"
"Another brother we go to heaven with our beautiful Avalanna :( Q.E.P.D Juaquin, miss you much .( http://t.co/ZNxhafe8yK","negative"
"“@NickG8TRNation: Studying for this Final :(” IT WILL BE THE DEATH OF ME","negative"
"baby :(","negative"
"what should i write first? how to write? how to start? :-( i really want to make a good story","negative"
":( aww.. i know we haven't talked but i hate to see you sad... now i just wanna hug you I'm sorry Ethan @SanctifiedSword","negative"
"Fever of 102.2 .. Looks like I'm not going anywhere tomorrow :(","negative"
"@PatrickStump I have an exam tomorrow. Pls wish me luck :(","negative"
"Heavy heart tonight. :(","negative"
"@ovolexie :( I am RN where THO ?","negative"
"@justinbieber you will come back to Panama?We miss u here : (","negative"
"@bieberswilk the second pic :(","negative"
"@balbezre What's wrong? :(","negative"
"@LegendofUmbreon since we live in the country, they're a nuisance, they broke down most of our trees, we had to put them down sadly :(.","negative"
"@niel__1004 Hello. Ann here, a Globe pal of Leo. Apologies for the inconvenience. :( Are you using Tatto Stick? Thank you.","negative"
"really wish I was in boca rn :(","negative"
"@DancinPenny hey Penny just wanted to know how you are doing today ? I really miss seeing you on TV :(","negative"
"@squishy_kh jongin is like an empty shell now :((","negative"
"@akbullets i know a couple of website that sell good bots for da low but its not working :((","negative"
"@Oreosider IT'S THE BEST I WANT TO STAY HERE but then work :(","negative"
"@Vuked i dont have Skype :(","negative"
"@xboxsupport please fix the servers! I'm losing my mind over here :( I need to play @destinythegame !!","negative"
"Cyber Monday= $197.56 less in my savings account :( #cyberdeath","negative"
"@Woth2982 im so sorry :(","negative"
"@TranceBabe138 that sucks :(","negative"
"@XineLively @PTXofficial omg so going to try to get tickets!! The dec 4th tickets sold out super fast! :( work got in the way~","negative"
"IF anyone finds my wallet around school keep the money just give it back :(","negative"
"Wishing stress made me skinny not fat (-:(-:(-:","negative"
"i messed cry's stream :(","negative"
"@froggyjasmine I was trying to be nice 😂 :(","negative"
"You're not the real justin :(","negative"
"It's so cold in my room :(","negative"
"@tenorbuds um thanks for the follow? prepare to be underwhelmed...I know my bf is :(","negative"
"I really want a grande Iced White Chocolate Mocha :(","negative"
"I think I never gonna meet @tequilaxhood  :(  fucking distance","negative"
"@RyanTYFL gg... peeped cherokee its all booked :( every room type that weekend http://t.co/RWO9nrwqgJ :(","negative"
"@vanillahaato They'll leave superman is back??? :(","negative"
"I'm gonna get replaced I know it. :(","negative"
"“@sam_finelli: @based_dev when ur a guy trying to call out a girl more relevant than you because you have a small wiener :((”","negative"
"Life is just so hard whenever you're on period days. :(((","negative"
"People Please, Get This Cornball Off My Timeline. :( @jxsmvn","negative"
"@JohnnyHernande but then he won't sleep at night :-(","negative"
"Hiccups :(","negative"
"@Dopee_shiit14 puberty didn't hit me well :((( lol","negative"
"@BadMorth I'm not, I work saturday nights :(","negative"
"@conor_chaplin awh :( tbf porn is shit and awful","negative"
"@PatrickStump Why didn't you come to Perú?:( I really wished go to Chile (because it's near), but I couldn't. Hope you'll come someday ♥","negative"
"@bemy3scape_ no ur not :(😂","negative"
"Can't sleep, it's late and I have to get up early for school tomorrow :(","negative"
"whomever i love i kill... me fui a la chucha, permiso :(","negative"
"@J_Mess14 looked up channels,  it shows 197, 198 but not 198. Oh well. :((","negative"
"You not tweeting or following me makes me sad :( @camerondallas","negative"
"@ayenishaaa same way i feel :(","negative"
"“@camerondallas: I want breakfastttttt” same :-(","negative"
"@bullseye06 but Sarai :( you buy the tickets ill be entertainment lol","negative"
"@AliceNightly @Ruben_J_Joe @picklebmp @Racingcatz wat about meh :(","negative"
"@RodrigoRr31 @anthonypung I got injured last game I played w/ classics :( and I've been working on my mixtape 💥 #SalUpNext","negative"
"@cola_katz but I get distracted by the other thing :(","negative"
"alay @IGstBayuP i miss n i need so sad :(","negative"
"@BriaMedeiros LMAO LITERALLY AND I MISS YOU MORE :(","negative"
"@cassiesledge same here :(","negative"
"@justalessandra_ BUT IM NICE :(","negative"
"@MihajloBjelan it's ruining my life!!!! :( you get the best shifts how the shit","negative"
"@_rampaigers Apparently she was on Superstar, so she might not be on Raw tonight. :(","negative"
"@CatherineSwan89 Yeah... that post kinda ruined the ending for me :( @TheWalkingDead","negative"
"@_cassidybrown me too :( ily guys","negative"
"I'm staying away from lizzard squad :( I miss Xbox Live already http://t.co/cqokldDTHh","negative"
"Missing my favorite place :( http://t.co/zuLFQ28G6Z","negative"
"""@AimanDew: Demam tak larat nk pergi class :("" get well soon bro .","negative"
"@SanaKadwa Waste :( I got no pencils","negative"
"@KingAstonish no xbox :( for ever alone","negative"
"@girl_nici @pandymonium01 Yes. he's in some other universe, all right. To think he's the Minister for Women :-(","negative"
"It's Cyber Monday and I didn't buy anything :(","negative"
"@rosepowell @bencubby They did try to warn us about head coverings, but we didn't listen :-(","negative"
"MUMET :(","negative"
"“@Deon_5: bolaji follow all the ugly joints :(”LMAOOOOO","negative"
"I can't join today's LOA :( @ChangJoMine My camera's broken","negative"
"My Insta is black(:(:(:","negative"
"why can't it be July already I want to go to my concert :(","negative"
"Who the hell is lunchmoney Lewis :((((((((","negative"
"@noor_bdairat21 @bree_munroe3 thankyou for the inspiration. I will. I gtg now I'll text you when I'm done(-: :-(","negative"
"@BrookeAveryy aw girl sendin u good vibes :( :(<3 feel better!! &ya jus let me know when u good💓","negative"
"i just want to see you :(","negative"
"Any time I see something about wine I think of @baeck_ ...& then I really start missing my long lost friend. :( waaah.","negative"
"Stream's late today. I'm currently eating sanic and when i'm done i'll start. Sorry if anyone was depending on me for entertainment :(","negative"
"Answer by @nimishtrips to What are some good 8-word stories? I don't get it :( Kindly elaborate! http://t.co/6TLRVDGccL","negative"
"@SassyCentaur sad bc you didn't tell me you were home :((((((","negative"
"@KyleD_55 you didn't invite me :(","negative"
"Hurt my leg again :( #ouch #old #woof","negative"
"@Besitoscliffxrd @inigowithcon @jaydenwithcon no :((( I'll be at the sydney show though!","negative"
"had to crop immi out of my avi :(","negative"
"@itsDannyJones im still awake Aswell. I feel your pain I'm up early too :( no rest for the best","negative"
"When my nephews mom tells him to stop watching Minecraft videos he runs around the house screaming/crying, ""LEAVE ME ALONE YOU MEANIE :-(""","negative"
"@teapartynjh We'LL TRY NEXT TIME MAYBE LOUIS WOULD HELP :((","negative"
"@Kdot_l5 but I want that :(","negative"
"The sound on my phone is only working with my headphones.. :(((( help me","negative"
"i miss yesterday already :(","negative"
"Feel so sick :(","negative"
