@relation 'data'

@attribute Sentiment {negative,positive}
@attribute SentimentText string

@data
negative,'  (Jonah:whats a tweet!?) SHARON!!!!!!!!!!!!'
negative,'  alice is beating be at my scooby doo board game!'
positive,'  am quite tired can wait till wwe at burswood &lt;3'
negative,'  anyone have any advice on how to cope with a break up?'
negative,'  arrrrrrrgggggggghhhhhhhh!!!!!!!!!!  that it, all lines of communications are temporarily suspended! '
positive,'-  awake, and ready for the day '
positive,'  Being NASTY in the studio with my woman!!!  Go SLEEPIES!!!'
negative,'  but i understand.'
negative,'  cars being inspected today gonna cost me over 600 dollars'
negative,'  e is OUT!'
negative,'  everythings wrong.'
negative,'  Exercise 2 build muscle mass is only thing that speeds metabolism: http://tinyurl.com/bvagbj'
positive,'  feeling ok for the first time in a few days. thank you!'
positive,'  found a new way to text him, yey!'
negative,'  friends dying is just horrible.'
positive,'  going for a paddle 2moz'
positive,'  Good Nite.  I hope Grandma visits my dreams again tonight.  Last Night was uplifting...  I miss her.'
positive,'  Goodbassplayer... that is funny.... ;)  OilIPO.... I hope the people that will bring us good things are started early this week...'
negative,'  He was the best there.'
negative,'  Hungover........ and craving chocolate! OMG how funny was the pub last night!! LOL'
negative,'  I dont want my sister to leave me for the whole summer!'
negative,'  i hope everyone is at church so i can just go to my concert in peace on wed.  dont have to worry about rushing back to church to visit'
negative,' - i just spilt the last of my jordans cereal on the floor iâ€™m distraught http://tumblr.com/xxw2329lh'
negative,'  I miss my family and friends.'
negative,'  I see I missed the nectar sucking dirty talk ;)'
negative,'  I want a freaking puppy now! A cute little black yorkshire terrier.'
negative,' - I want irissa back http://tumblr.com/xpn1wrj48'
negative,'  I glad diversity got through...but what about stavros!'
positive,'  I here to tell ya ... very yummy.  Decided to go on a hunt for blender drinks ... know any good ones?'
negative,'  I out of Nutella'
negative,'  is it rlly tht serious? I abt to go thru my fonebook...'
positive,'  is listenin to my new fav band more amor'
negative,'  it is on environmental studies and driving me mental'
negative,'  Ie always seen bits &amp; pieces of Shottas. now Ie seen the whole movie...it ends sooooo sad   I gonna cry.'
positive,'  Just another day in paradise. ;)'
negative,'  Just found a bone in my chicken nugget    Not cool'
negative,' - Like I said, my back still fucking hurts and Iâ€™m going to complain about it like no oneâ€™s business.... http://tumblr.com/x6n25amd5'
positive,'  love you! &lt;333'
negative,'  my aunties dog is getting put down  hes my dogs brother aswell'
negative,' - my head feels like its going to explode - mmm, what a horrendous image... the mess!'
negative,'  my head is killing meee'
negative,' - My name is Amy. Iï¿½m only three My eyes are swollen I cannot see, I must be stupid, I must be bad What... http://tumblr.com/xfj1uain0'
negative,' - my picture with Kris Karmada is gone forever, its not in my comments, on my mysapce or on my... http://tumblr.com/xzg1wy4jj'
negative,' Â«Confirmed: Missing Air France Flight 447 has Crashed in the AtlanticÂ»: http://bit.ly/BxdVL'
negative,' about 1/4 of my myspace comments are gone. cause someone hacked onto wills account. and kept abusing others so he had to delete it.'
negative,' about school....... it will all be over soon can wait to celebrate            STRES till then'
positive,'- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text'
positive,'- about to swim'
negative,' abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk'
negative,' AFI are not at reading til sunday this sucks !!!!!!!!!'
negative,' after a crap night was looking forward to being cheered up, but no. Never mind.'
negative,' ah the postman didn have my package. What am I goon to do for the rest of the day.....'
positive,' ahh school on monday!!!! not ready'
positive,' ahhh. Drizzy. Mr. Rogers, you are indeed the best.'
negative,' Airport Express doesn rock enough to allow wireless scanning with the Canon pixma MX310, but otherwise it wireless goodness.'
negative,' Alistair friends are all in the kitchen and I in my pjs...I JUST WANT A CUP OF TEA, DAMMIT!'
negative,' all day.. no play.'
negative,' all dressed up and no bicyclist for Monday nite ride n Henderson KY http://bit.ly/10H4ne'
negative,' all I want is my ma in my arms  that all I want is you in my arms'
negative,' all my friends are gone haley n katie @ camp Paris @ moms Landin n Ayonna @ aunts n moms im so bored'
negative,' all nighter. yeeeeeeeeeeeessshhhh what a nightmare up coming 2 weeks. cannot wait to graduate!'
positive,' All the small things...'
negative,' All those Non-Robsten posts are making me sad. I mean, I knew that, but to see it from others in words. So sad.'
negative,' allison didnt win. She should have.'
negative,' almost time to leave.'
negative,' already getting sleepy...I really want to get my psych quizzes done tonight...'
positive,'- always a nice thing to wake up to. yay. :p (gosh I such a typical lame overanalyzing teenager) lmao  / had a nice nap.'
positive,' am excited'
positive,' Am feelin very happy!?'
positive,' Am I feeding the Pig?'
negative,' am i losing my mind cause i wanna see my.TC on TV right now, this min? FU2 i want 2see CandyGirls!! not Daisy -dammit!! @iluvTerricka'
negative,' am sad to say i didn get my results today somehow the school forgot to mail my results to me?? Typical. Ugh'
positive,'-- An alarm clock is a device for waking up people who do not have small children. ---'
negative,' And how can you mend a broken heart?   â™« http://blip.fm/~8k7kl'
negative,' and I think that why I felt really sick and depressed in school today cuz of all the stress.. I glad I got that off my chest :/'
negative,' and i was just starting to get confident in myself! you have torn me down!'
positive,' anoron.reedcourty.operaunite.com/webserver/content/ home.sch alternatÃ­va'
negative,' another 45 mins....'
negative,' another early day'
negative,' another father day weekend I don get to spend with my dad..'
positive,' Another Friday night of Rock Band'
negative,' anticipating a tough day ahead'
negative,' anyone know if Ghostbusters is region free on 360?? and where to get a US copy in Britain if it is'
positive,'  : D a million making a difference. I can help but to believe. I came in believing &amp; I will leave believing GOD IS!'
negative,' - ?oVe&lt;33'
negative,'  6:30...what wrong wit it?'
negative,' - alergic... nose itchy and eyes burning... Hope It getting better soon....'
negative,'  and they KEEP on coming!   xox'
negative,'  Another expensive weekend trip to the vet.'
negative,'  are there any parties tonight!? im hella bored at home, and its seems like everyone is busy!! LAMMMMEEE'
negative,'  but chilli prawns will make the pain better...'
negative,'  daughter beloved diabetic dwarf hamster died in her hands this morning...all creatures are worthy of love. â™¥'
negative,'  DD has pinkeye...not fun.'
negative,' -- Farrah Fawcett Dies of Cancer at 62 - ABC News http://bit.ly/akQLD (via @Turner)'
negative,'  feeling hopeless and useless.'
negative,'  forgot my lunch at home'
negative,'  General Motors sold hummer :S :S'
positive,'  Good morning all! Have a great day!!!'
negative,'  goodnight..'
negative,'  gooood night!!   must prepare for tomorrows meeting now'
negative,' - Great! Im bored at the moment and just have no idea on what to do!  Missing Boyfie too! Damn iâ€™m... http://tumblr.com/xzp224xgj'
positive,'  having a luvly day http://tinyurl.com/ckbmkc'
positive,'  he is so hot !'
positive,'  hmm what to do!'
negative,'  http://bit.ly/18xobk Five Guys Locations Closed After Visit from &lt;em&gt;Inside Edition&lt;/em&gt; at Patrol@dcist'
negative,'  I am actually crying now because of sore throat.'
negative,' - I feel irresponsible and sort of horrible. Marshmallows, unless otherwise stated, have gelatin. fuck... http://tumblr.com/xl21pafgm'
negative,'  i miss my brother.. i worry about him.'
negative,'  i need to think of something else, first. '
negative,'  i wanted julian to win!'
positive,' - Iowa No. 2 in happy! Yea!'
negative,'  jus got some bad news'
positive,'  just got home'
negative,'  just mean'
positive,'  just saw sink into me the whole video on kerrang! ive seen it before loads but its so much better on tv!'
negative,' - Limp Bizkit - Rollin#SongStuckInMyHeadWhenIWokeUp'
negative,'  ove, save the empty'
negative,'  my camera broke !'
positive,'  My mom is the funniest person ever!'
negative,'  my parents left'
negative,'  Nadal is out @ French Open ... now, to my back-up -- Go ANDY RODDICK!'
negative,'  no ass beatings, checked out Playhouse in Baltimore this weekend as well.  Feeling quite rested and a bit out of sorts.'
negative,'  nothing....'
negative,'  ok wel talk about your boyfriends and stuff tomorrow ;) lmao and wel talk for real soon too!! wooo hehe ilysfm doodle xxxx'
positive,'  Pie seems to have quite a good appetite now.'
negative,' - server problems - motivating me to change hosting providers though... #fb'
negative,'  shakes head'
negative,'  Shock loss to Sparks...bummer, @tmmcwilliams had a great game but shock too many injuries to start the season...rematch Monday!'
negative,'  some asshole got a hold of my email and signed me up for all this spam mail.  ughhhh...it non stop.  anyone have a spam blocker?'
negative,'  someone just said ast least your pretty  . thanks but but being pretty gets you nowhere you have to much integrity .'
negative,'  myspace peOplE  can get really angry if I don answer them right away... JA!'
negative,'  never get any photo comments on m space and more'
positive,'  NHL: Penguins 1, Red Wings 3 - FINAL - Red Wings lead series 1-0 - for stats, stars and more visit http://www.nhl.com'
negative,'  no tickets in germany for the miley cyrus tour..'
negative,'  photo shoot rained out...  oh well, back to post!'
positive,'  R.I.P young teke!!!  i miss you cuzin!! &lt;3     it has been 1 year sence you died. . .    [Dont be ashamed of your faith]'
negative,'  RIP Charles J ...the world is with one less fine fellow'
negative,'  RSL was at the Paley talk?! Now I even more depressed I couldn get a ticket. Oh wells.'
positive,' - she is amazing -- Bjork ï¿½ Bachelorette ? http://blip.fm/~4lfyi'
negative,'  so bored'
negative,'  so much for a good weekend'
positive,'  Thank you.    @Kyauphie'
negative,'  The hotel doesn know where it is either... that was my favorite! How poopie is that.'
negative,' - thelovelybones: I plan on owning this â€¦donâ€™t judge me. http://tumblr.com/xr0238tmq'
negative,'  This year, 5 million children from hunger-related causes.  http://is.gd/17Eo4'
negative,' - ticketsandpassports: Â lmao your not a nerd. i think its cool when guys like anime. http://tumblr.com/xqn1x1tue'
negative,'  To all the mothers whose day may not be so happy. God loves you. TLC - Waterfalls ? http://blip.fm/~5zi9g'
negative,'  Today is not a good day. But I guess laying around the house in your undies isn so bad.'
negative,'  went to maggie bday party, came home without my phone... I feel lost, and reaallly confused (but thats just the booze talking)'
negative,'  when will RB2 get an australian release date???'
negative,' !my grandma just told me she thinks I stupid. Well, hey thanks, G.'
positive,' #andyhurleyday'
positive,' #ASOT400'
negative,' #betseyjohnson why are you doing this to me? This necklace is $150 rather than the usual $50-60 I want it  http://twitpic.com/6ioi8'
positive,' #followfriday @n3rin3 @jurgenphoto @shaneaddinall @robi27 @dannyvan @byronrode @tattood1'
negative,' #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH'
positive,' #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany'
negative,' #p1wimax no signal detected here at the gardens'
negative,' #trackle'
positive,' --&gt; that was then. =( --&gt; this is NOW.'
positive,' &lt;3 this pic If u want more tell me cause I got more   http://twitpic.com/6vsv8'
positive,' &lt;---My expression watching this again: http://tinyurl.com/eqbwe'
negative,' &quot;Beach Ball Fail&quot; - http://cheezburger.com/tw/?v7-20659 #lol #fail'
positive,' &quot;I a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead]'
