ItemID,Sentiment,SentimentSource,SentimentText
3175,negative,Sentiment140, nuffin more eckkky that i cant take beside being disrespect is :O being ignore...blahhhhhhh
3176,negative,Sentiment140, nuggets out....
3177,negative,Sentiment140, Nuu supa stop that its not good fer your health
3178,negative,Sentiment140, nvm not double didgets someone on my followers was bad so i had to block them  sorry person
3179,positive,Sentiment140, o seara perfekta: vodka &amp; bertolucci (the dreamers)
3180,negative,Sentiment140, odd i tried to call mitchel musso but it dosent work....
3181,negative,Sentiment140," Of all the things I lost, I miss my Community Organizer degree the most."
3182,negative,Sentiment140, Off from work and no wifey...
3183,positive,Sentiment140,-- off to Kokomo to see if I can squeeze into this dress! Then shoe shopping with my seeester! And visiting my Brandice!
3184,negative,Sentiment140," oh dears, @Rainbow__Bright.  I so sorry to hear that."
3185,negative,Sentiment140, Oh great need to tidy my fucking room
3186,negative,Sentiment140, oh I miss it
3187,negative,Sentiment140, Oh Lebron. Sex and the City will cure my sadness temporarily.
3188,positive,Sentiment140, Oh man When you make Fishhes you end up fishy.
3189,negative,Sentiment140, oh nooo crying time..this part of the movie is so sad
3190,negative,Sentiment140, ohh I need to sleeep but I can uhhhh :@
3191,positive,Sentiment140, ok good im not the only one.. This weather makes me SO HAPPY!
3192,negative,Sentiment140, ok i miss u too soph
3193,negative,Sentiment140," ok so I overreacted. My bad, I was in the wrong shit happens. Just wanna talk to you."
3194,positive,Sentiment140,"- Ok, how about just pray for mental clarity while drumming today since &quot;enough sleep&quot; didn happen...  Have .. http://bit.ly/HskKD"
3195,negative,Sentiment140, okay have a good evening everybody.
3196,negative,Sentiment140, okay. Imy
3197,positive,Sentiment140, omfg! 7:30. ekkkkk! im so excited to see paramore! im only going cause paramore is going to be there. (: and this is my birthday present!
3198,positive,Sentiment140," on a big boat bobbing up and down on the Thames, sun shinning, the aroma of our lunch filling the restaurant and a beer on it way "
3199,negative,Sentiment140, on the sad boat again why do I let shit like this happen
3200,negative,Sentiment140, on the way to work ...  didn noe that i have work today ....
3201,negative,Sentiment140, one down. Two to get this shit right. ... Kenny any minute now.
3202,positive,Sentiment140, one happy man right here people
3203,negative,Sentiment140, One little boy with ants in his pants and his shirt and his hair - Angry Ants - Lots
3204,negative,Sentiment140, I wish things were different
3205,negative,Sentiment140, i woke up to a migraine/my sinuses acting up! Nooo..
3206,positive,Sentiment140, I work at 1030 u?
3207,negative,Sentiment140," I work at 930 the morning after crank mob. ill have to cut this one short too, total bummer"
3208,negative,Sentiment140, I work until 945. I unhappy about that. Whatev. Avett bros is tomorrow night.
3209,negative,Sentiment140, I would LOVE to ride the superman right now...
3210,negative,Sentiment140, I. am. so. sorry.
3211,positive,Sentiment140, IÂ´m cold!!! Today is 12Â°C here....
3212,negative,Sentiment140, iÂ´m soo sad .. i want somebody to love me to be a real gentalmen not like my last boyfriend iÂ´mm soo sadd ... (L)
3213,negative,Sentiment140, Ian Crawford isn with The Cab anymorrrrrrrree
3214,negative,Sentiment140, I RATHER BE IN THE  BAHAMAS!
3215,negative,Sentiment140, idk if i should have said that
3216,negative,Sentiment140, idk what else to do
3217,negative,Sentiment140, ih had 110 followers and now ih hav 99 heyyy twitter
3218,negative,Sentiment140, Il miss this year so much. I love high school. Jamal is so freaking LUCKY! He gets 2 go drinking w/ Rob! I can even drink at all!
3219,negative,Sentiment140," ill, so now school. you think i be happy because of that "
3220,positive,Sentiment140, IM A LITTLE SPOILED BRAT !  DONT HATE ME FOR HACKING YOU SISTA &gt;33
3221,negative,Sentiment140, I a silly girl.
3222,negative,Sentiment140, I all alone on ere peeps! Talk to meeee x http://myloc.me/484V
3223,negative,Sentiment140, i all alone on twitter!!
3224,negative,Sentiment140, I all finished listening... I sorta considering giving it another play though. I might have missed a joke or two after all.
3225,positive,Sentiment140, Im am going to send some twits to some folk...............
3226,positive,Sentiment140, I awake! it amazin
3227,negative,Sentiment140, I being threated to attend bw3 tonight!
3228,negative,Sentiment140, i bored ! w/e everything is gonna b fun later in da day ! bye bye world till later
3229,positive,Sentiment140, im bored anyone wanna talk
3230,negative,Sentiment140, im bumped cause he cant go.
3231,positive,Sentiment140, I chill. He the one freaking out.
3232,positive,Sentiment140,- i confused with this twitter lark
3233,negative,Sentiment140, I finally home...but sad that AE is over....I MISS EVERYONE ;__;
3234,negative,Sentiment140, Im gna hate today. I already know.
3235,negative,Sentiment140, im gointo sleep or watch tv . loveeupeopleâ™¥
3236,positive,Sentiment140, I going to play with my camera today
3237,positive,Sentiment140, I gonna have some ramen and play a FF game... haven decided which yet.
3238,negative,Sentiment140, i gonna watch horton again with mum &amp; clo for some laughs.
3239,negative,Sentiment140, I having a homework fail right now. I wish I could stop time.
3240,negative,Sentiment140," I having a shitty night too, ihope you feel better @StevenRayMorris"
3241,negative,Sentiment140, im in a good mood despite the fact my lunch is being taken over by uni shittee!! Will have to do some after the View!!  bad times!
3242,positive,Sentiment140," I in a great mood, but ... I feel a little guilty Q_Q xD"
3243,positive,Sentiment140," I in garden, chillin"
3244,negative,Sentiment140,- I in the boring bank. Some bloke has just asked about a cheque he entedoh the joy of modern English.
3245,negative,Sentiment140, Im in trouble for leaving the heater on all night
3246,negative,Sentiment140, Im Just Plain Pathetic
3247,negative,Sentiment140, Im like this right now http://twitpic.com/7zn9v
3248,negative,Sentiment140, Im more than a pair of legs. I have a great sense of humor and I filled with tons of random trivia. So y won anyone hang out with me?
3249,negative,Sentiment140, I not buying this dress cos its 30 dollars. But my hearts seriously gonna ache for days after it.
3250,positive,Sentiment140, I not cold!
3251,negative,Sentiment140," i want a iphone now lol, getting a tad bit jealous stupid 10 Month left on my Tmobile contract rawrrrr lol"
3252,negative,Sentiment140, i want an octopus flash drive
3253,negative,Sentiment140, i want everything to be back to normal.
3254,negative,Sentiment140," i want movies, but my back doesn want to cooperate so i can put on pants."
3255,negative,Sentiment140, I want my stupid fourth Harry Potter book.
3256,negative,Sentiment140, i want one!
3257,negative,Sentiment140, i want some ice cream
3258,positive,Sentiment140, I want to buy the game Bayonetta and cosplay her. Definite video game vixen. ;3
3259,negative,Sentiment140, I want to get out of here before that guy comes back and chops off my hands.
3260,negative,Sentiment140, i want to go down...
3261,negative,Sentiment140, i want to go now
3262,negative,Sentiment140,- I want to stay in bed all day!
3263,negative,Sentiment140, i want to twatt with the asian...
3264,negative,Sentiment140, I want to watch the Super Junior video Catherine sent me but I scared. *Looks at Mary*
3265,negative,Sentiment140, i want Van Basten to b the milan manager !!!
3266,negative,Sentiment140, I wanted 2 go 2 the beach but no one else wants 2 go again :/
3267,negative,Sentiment140, I wanted to continue that convo. Oh well.
3268,negative,Sentiment140, i wanted to sleep in...
3269,negative,Sentiment140, I wants to plaayyyy
3270,negative,Sentiment140, i was go the middle of watching trong babyby seungri and the stupid power went out.
3271,negative,Sentiment140, I was helping mommy clean and we found clothes we bought for daddy that he never got to wear.
3272,negative,Sentiment140, I was not able to pay for my new domain and hosting because the bank closes at 3pm OUCH!
3273,negative,Sentiment140," i was vometing all ova the place.. and at the end, mrs vall was like to my mum &quot;is ur daughter a bullminic&quot;...like wtff"
3274,negative,Sentiment140,-- i was watching How I Met Your Mother when suddenly all the screen went black &amp;its off!! shitass! what happened?!
3275,negative,Sentiment140, I wasn able to make to to the fre Chaka Khan concert in DC *shakes fist*
3276,negative,Sentiment140, i will be to sad to go!
3277,positive,Sentiment140, i will can you believe its been a month already!
3278,negative,Sentiment140, I WILL MISS U...
3279,positive,Sentiment140, I will watch supernatural now niahahahahaaa awesome show
3280,negative,Sentiment140, i wish he wasnt so down on himself idk how to make him cheer up boys state is depressing the crap out of him &amp; me..missing him like crazy
3281,negative,Sentiment140, I wish I could heal @sarabatch necl
3282,negative,Sentiment140, i wish i could live in Sac but bring all my friends and band with me
3283,negative,Sentiment140, i wish i could sleep in like everyone else.
3284,negative,Sentiment140, I wish I felt good enough to play in the rain.
3285,negative,Sentiment140, I wish I got some breakfast. My stomach is growling.
3286,negative,Sentiment140, I wish I was in Alabama right now. *sigh*
3287,negative,Sentiment140,- I wish I was watchin LeBron play
3288,negative,Sentiment140, I wish there wasn any bad in this world....  I don know how much more I can take before I break.
3289,negative,Sentiment140, i wish u guys would stop fighting
3290,negative,Sentiment140, i wish we could have spent the last full day of skool together..walking 2 class &amp; going 2 lunch with you would have made my entire yr ...
3291,negative,Sentiment140, i wish you had your phone &lt;3 i can send you emails from my phone if you give me your address
3292,negative,Sentiment140, I woke my friend in the middle of the night! All because of my cousin Grace ! She &quot;PING&quot; and say &quot;HEY&quot; to him in 12:11 GGRRRR
3293,negative,Sentiment140, I woke up from the deadly pain in my ribs...... I just know I gonna die!  cry cry cry it hurts so bad! Oh and good morning!
3294,positive,Sentiment140, one more final then bye bye school.
3295,negative,Sentiment140, one of my cats is very ill after reacting badly with her injection Bloody vets! ï¿½145 to make my cat ill! Strong words to be had!
3296,negative,Sentiment140," One of our two carp died today. He is more than 2 feet long and looked healthy otherwise.It has been really hot here, not enough oxygen."
3297,negative,Sentiment140, one point!!
3298,negative,Sentiment140, one session in the gym and I having problems with my leg again (slipped disc = sciatic pain). Will have to us my stick this week ((
3299,negative,Sentiment140, onoes sunburn!
3300,positive,Sentiment140, ooh such a lovely morning! xoxo
3301,negative,Sentiment140, ouchh i poked my eye.
3302,negative,Sentiment140, our internet is xperiencing service interuption.                              KJS
3303,negative,Sentiment140, our plans changed &amp; we aren able to see Transforers tonight!! Sorry @justcherie &amp;@brittany_ko make it up to you!!
3304,negative,Sentiment140,- out for a late night cigarette. Can sleep.
3305,negative,Sentiment140, over it
3306,negative,Sentiment140, owireee
3307,negative,Sentiment140, pain errrg! stupid cold and stupid people confusing me!
3308,positive,Sentiment140, Paranoid LOOOOOOOOOVe that song @jonasbrothers Good job! AMAZING!! http://bit.ly/Qqaqp
3309,negative,Sentiment140, parents are back. haha
3310,negative,Sentiment140," parents have fucked off to the beach without me. I hate hot weather when i revising ahhhhh, I need tomorrow."
3311,positive,Sentiment140," party, the sats+pixie24th party, bbq, party ! &quot;vacation&quot; w the bestie, forrrrreal dude! xx"
3312,positive,Sentiment140, Patrick Wolf came on to introduce Serafina!!! x x
3313,positive,Sentiment140, Perfectly cooked half-boiled eggs + my favourite spoon and that home-brand dark soya sauce makes my day!
3314,positive,Sentiment140,- phewwww! i did better then i expected on my mid-term! one more to gooo and then i ammm freeeeeeeeeeee!
3315,negative,Sentiment140," phone on the verge of dying - smartphone indeed, come on guys build a better battery #G1"
3316,positive,Sentiment140, picking up new mcfly tickets at the venue. SO EFFING EXCITED. i nearly cried with relief. haha.
3317,negative,Sentiment140, plans didn come threw again! what does it take to just have a good exciting day with that person&lt;3?!GOODNIGHT!
3318,negative,Sentiment140,"- PLEASE keep my roommate, Dominic, in your prayers. He back in the hospital having surgery again. "
3319,negative,Sentiment140, please talk to me.
3320,positive,Sentiment140, Please?: http://eluts.com/frontstore/Item/item_zoom.asp?item_num=3418&amp;catalog_num=3&amp;mart_id=lutsdoll&amp;level=yes&amp;mother_catalog_num=554
3321,negative,Sentiment140, point still not taken...
3322,negative,Sentiment140, poker wont work
3323,positive,Sentiment140,-- ponte winery in temecula has amazing wines! you should go out there and try it!  love love the beverino. cheers!
3324,negative,Sentiment140, Pool still closed.  We will take another look at 3 pm.  Please check back.
3325,negative,Sentiment140," poor Aidan, I wanted u 2 win"
3326,negative,Sentiment140, poor uncle james pleease get better  ;-(
3327,negative,Sentiment140, poos Farrah. her last 3 years have been soooo sad.
3328,positive,Sentiment140," POSITIVITY: Inspiration From O Magazine: In a world full of negativity, it is sometimes hard to stay positive.. http://bit.ly/10SMJp"
3329,negative,Sentiment140, preordered new iPhone and saw it just went out today from Apple and not getting here until the 22nd... which mens the 23rd - Bummer!
3330,negative,Sentiment140, pretty sad right now
3331,negative,Sentiment140, Put on way to much make-up trying to hide the fact that I sick. I hope my boss doesn send me home early again!!
3332,negative,Sentiment140,- quhite twitters ! uqhh qotta qet up at 6 for work.
3333,positive,Sentiment140, im not going to school today!
3334,negative,Sentiment140, im not liking this. It sucks
